DBCODE,ENTITY,COMPLEX,MEADOW,PLOT_ID,YEAR,SAMPLEDATE,WATCH,OBSERVER,PLOT,FLW_STATUS,PLTSP_CODE,PLTSP_NAME,NO_STALK,NO_FLWS,QC_NOTES
SA026,2,"Lookout",LS,LOS08,2016,2016-07-25,5,"CS",8,FLW,"POTEGRAC","Potentilla gracilis",1,1.0,""
SA026,2,"Lookout",LS,LOS08,2017,2017-06-19,1,"AZ",8,FLW,"CERAARVE","Cerastium arvense",12,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-06-19,1,"AZ",8,FLW,"COLLPARV","Collinsia parviflora",65,2.2," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-06-19,1,"AZ",8,FLW,"FRAGVIRG","Fragaria virginiana",2,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-06-19,1,"AZ",8,FLW,"LITHPARV","Lithophragma parviflorum",2,3.5," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-06-19,1,"AZ",8,FLW,"LOMAMART","Lomatium martindalei",5,3.2," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-06-19,1,"AZ",8,FLW,"PHLOGRAC","Phlox gracilis",3,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-06,2,"JSH",8,FLW,"CERAARVE","Cerastium arvense",10,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-06,2,"JSH",8,FLW,"COLLPARV","Collinsia parviflora",112,1.7," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-06,2,"JSH",8,FLW,"DRYMGLAN","Drymocallis glandulosa",3,2.7," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-06,2,"JSH",8,FLW,"ERIOLANA","Eriophyllum lanatum",3,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-06,2,"ARMx",8,FLW,"ERIOUMBE","Eriogonum umbellatum",1,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-06,2,"JSH",8,FLW,"FRAGVIRG","Fragaria virginiana",1,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-06,2,"JSH",8,FLW,"GILICAPI","Gilia capitata",51,1.5," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-06,2,"JSH",8,FLW,"LATHNEVA","Lathyrus nevadensis",9,2.4," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-06,2,"JSH",8,FLW,"MIMUBREW","Mimulus breweri",10,1.1," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-06,2,"JSH",8,FLW,"MIMUMOSC","Mimulus moschatus",128,1.3," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-06,2,"JSH",8,FLW,"NEMOPARV","Nemophila parviflora",1,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0 add code name, NEMOPARV"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-06,2,"JSH",8,FLW,"PHLOGRAC","Phlox gracilis",14,1.4," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-06,2,"JSH",8,FLW,"POLYMINI","Polygonum minimum",2,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-13,3,"JBG",8,FLW,"CIRSCALL","Cirsium callilepis",1,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-13,3,"JBG",8,FLW,"COLLPARV","Collinsia parviflora",12,1.4," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-13,3,"JBG",8,FLW,"DICHCONG","Dichelostemma congestum",3,2.3," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-13,3,"JBG",8,FLW,"DRYMGLAN","Drymocallis glandulosa",2,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-13,3,"JBG",8,FLW,"ERIOLANA","Eriophyllum lanatum",3,1.3," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-13,3,"ARMx",8,FLW,"ERIOUMBE","Eriogonum umbellatum",1,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-13,3,"JBG",8,FLW,"GILICAPI","Gilia capitata",36,1.3," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-13,3,"JBG",8,FLW,"LATHNEVA","Lathyrus nevadensis",5,2.2," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-13,3,"JBG",8,FLW,"MIMUMOSC","Mimulus moschatus",113,1.2," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-24,4,"ANG",8,FLW,"CIRSCALL","Cirsium callilepis",1,3.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-24,4,"ANG",8,FLW,"DICHCONG","Dichelostemma congestum",3,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-24,4,"ANG",8,FLW,"ERIOLANA","Eriophyllum lanatum",2,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-24,4,"ANG",8,FLW,"ERIONUDU","Eriogonum nudum",4,5.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-24,4,"ANG",8,FLW,"GILICAPI","Gilia capitata",4,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-24,4,"ANG",8,FLW,"HYPEPERF","Hypericum perforatum",2,1.5," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-07-24,4,"ANG",8,FLW,"MIMUMOSC","Mimulus moschatus",9,1.1," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-08-01,5,"LSM",8,FLW,"CIRSCALL","Cirsium callilepis",1,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-08-01,5,"LSM",8,FLW,"DICHCONG","Dichelostemma congestum",1,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-08-01,5,"LSM",8,FLW,"ERIONUDU","Eriogonum nudum",3,6.7," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2017,2017-08-01,5,"LSM",8,FLW,"HYPEPERF","Hypericum perforatum",3,4.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Lookout",LS,LOS08,2018,2018-07-02,1,"RCT",8,FLW,"CERAARVE","Cerastium arvense",6,2.3,"NA change on watch: from 2 to 1. change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Lookout",LS,LOS08,2018,2018-07-02,1,"RCT",8,FLW,"ERIOUMBE","Eriogonum umbellatum",3,1.3,"NA change on watch: from 2 to 1. change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Lookout",LS,LOS08,2018,2018-07-02,1,"RCT",8,FLW,"GILICAPI","Gilia capitata",14,2.2,"NA change on watch: from 2 to 1. change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Lookout",LS,LOS08,2018,2018-07-05,1,"RCT",8,FLW,"ERIONUDU","Eriogonum nudum",2,10.0,"NA change on watch: from 3 to 1. change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Lookout",LS,LOS08,2018,2018-07-05,1,"RCT",8,FLW,"GILICAPI","Gilia capitata",5,1.0,"NA change on watch: from 3 to 1. change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Lookout",LS,LOS08,2018,2018-07-05,1,"RCT",8,FLW,"HYPEPERF","Hypericum perforatum",3,2.5,"NA change on watch: from 3 to 1. change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Lookout",LS,LOS08,2018,2018-07-16,2,"BRP",8,FLW,"ERIOLANA","Eriophyllum lanatum",4,1.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Lookout",LS,LOS08,2018,2018-07-16,2,"BRP",8,FLW,"ERIOUMBE","Eriogonum umbellatum",4,2.2,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Lookout",LS,LOS08,2018,2018-07-16,2,"BRP",8,FLW,"GILICAPI","Gilia capitata",7,1.4,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Lookout",LS,LOS08,2018,2018-07-16,2,"BRP",8,FLW,"TARAOFFI","Taraxacum officinale",2,1.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0. change on pltsp_code: from NA to TARAOFFI ."
SA026,2,"Lookout",LS,LOS08,2018,2018-07-23,3,"RCT",8,FLW,"ERIONUDU","Eriogonum nudum",,,"recoded added based on occurrence in entity 1."
SA026,2,"Lookout",LS,LOS08,2018,2018-07-23,3,"RCT",8,FLW,"HYPEPERF","Hypericum perforatum",,,"recoded added based on occurrence in entity 1."
SA026,2,"Lookout",LS,LOS08,2018,2018-07-31,4,"GRJ",8,FLW,"HYPEPERF","Hypericum perforatum",2,1.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Lookout",LS,LOS09,2012,2012-07-10,1,"Vera",9,FLW,"ERIOCOMP","Eriogonum compositum",9,260.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-07-10,1,"Vera",9,FLW,"ERIOLANA","Eriophyllum lanatum",3,1.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-07-10,1,"Vera",9,FLW,"GILICAPI","Gilia capitata",610,1.2,""
SA026,2,"Lookout",LS,LOS09,2012,2012-07-10,1,"Vera",9,FLW,"LUPILAXI","Lupinus laxiflorus",5,14.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-07-10,1,"Vera",9,FLW,"MIMUNANU","Mimulus nanus",142,1.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-07-10,1,"Vera",9,FLW,"MIMUTILI","Mimulus tilingii",2,1.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-07-10,1,"Vera",9,FLW,"PHLOGRAC","Phlox gracilis",22,3.3,""
SA026,2,"Lookout",LS,LOS09,2012,2012-07-10,1,"Vera",9,FLW,"STELCRIS","Stellaria crispa",42,2.2,""
SA026,2,"Lookout",LS,LOS09,2012,2012-07-22,2,"Vera",9,FLW,"ERIOLANA","Eriophyllum lanatum",17,1.5,""
SA026,2,"Lookout",LS,LOS09,2012,2012-07-22,2,"Vera",9,FLW,"ERIOUMBE","Eriogonum umbellatum",27,350.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-07-22,2,"Vera",9,FLW,"GILICAPI","Gilia capitata",98,1.5,""
SA026,2,"Lookout",LS,LOS09,2012,2012-07-22,2,"Vera",9,FLW,"LUPILAXI","Lupinus laxiflorus",6,11.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-07-22,2,"Vera",9,FLW,"POTEGLAN","Potentilla glandulosa",5,2.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-07-22,2,"Vera",9,FLW,"RUMEACET","Rumex acetosella",417,1.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-07-22,2,"Vera",9,FLW,"VICIAMER","Vicia americana",1,3.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-08-02,3,"Vera",9,FLW,"ACHIMILL","Achillea millefolium",4,38.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-08-02,3,"Vera",9,FLW,"ERIOLANA","Eriophyllum lanatum",11,1.2,""
SA026,2,"Lookout",LS,LOS09,2012,2012-08-02,3,"Vera",9,FLW,"ERIONUDU","Eriogonum nudum",2,34.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-08-02,3,"Vera",9,FLW,"ERIOUMBE","Eriogonum umbellatum",1,55.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-08-02,3,"Vera",9,FLW,"GILICAPI","Gilia capitata",23,1.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-08-02,3,"Vera",9,FLW,"LUPILAXI","Lupinus laxiflorus",8,6.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-08-09,4,"Vera",9,FLW,"ACHIMILL","Achillea millefolium",3,38.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-08-09,4,"Vera",9,FLW,"DICHCONG","Dichelostemma congestum",1,2.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-08-09,4,"Vera",9,FLW,"ERIONUDU","Eriogonum nudum",5,89.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-08-09,4,"Vera",9,FLW,"ERIOUMBE","Eriogonum umbellatum",18,68.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-08-09,4,"Vera",9,FLW,"GILICAPI","Gilia capitata",3,1.0,""
SA026,2,"Lookout",LS,LOS09,2012,2012-08-09,4,"Vera",9,FLW,"HYPEPERF","Hypericum perforatum",10,4.2,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-02,1,"Fabian",9,NA,"POTEGRAC","Potentilla gracilis",,,"recoded added based on occurrence in entity 1"
SA026,2,"Lookout",LS,LOS09,2013,2013-07-02,1,"Fabian",9,NA,"ZIGAVENE","Zigadenus venenosus",,,"recoded added based on occurrence in entity 1"
SA026,2,"Lookout",LS,LOS09,2013,2013-07-03,1,"Fabian",9,FLW,"CALOSUBA","Calochortus subalpinus",19,5.5,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-03,1,"Fabian",9,FLW,"COLLPARV","Collinsia parviflora",24,1.5,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-03,1,"x",9,FLW,"ERIOLANA","Eriophyllum lanatum",7,36.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-03,1,"Fabian",9,FLW,"GILICAPI","Gilia capitata",29,1.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-03,1,"Fabian",9,FLW,"PHLOGRAC","Phlox gracilis",4,3.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-03,1,"Fabian",9,FLW,"VIOLORBI","Viola orbiculata",21,1.5,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-11,2,"ALR",9,FLW,"CASTHISP","Castilleja hispida",3,3.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-11,2,"x",9,FLW,"COLLPARV","Collinsia parviflora",26,1.5,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-11,2,"ALR",9,FLW,"DICHCONG","Dichelostemma congestum",1,8.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-11,2,"ALR",9,FLW,"ERIOCOMP","Eriogonum compositum",8,86.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-11,2,"Fabian",9,FLW,"ERIOLANA","Eriophyllum lanatum",30,2.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-11,2,"Fabian",9,FLW,"ERIOUMBE","Eriogonum umbellatum",2,41.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-11,2,"ALR",9,FLW,"GILICAPI","Gilia capitata",110,2.5,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-11,2,"Fabian",9,FLW,"LUPILAXI","Lupinus laxiflorus",3,18.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-11,2,"Fabian",9,FLW,"MIMUTILI","Mimulus tilingii",15,1.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-11,2,"Fabian",9,FLW,"PHLOGRAC","Phlox gracilis",2,5.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-11,2,"ALR",9,FLW,"POTEGLAN","Potentilla glandulosa",1,1.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-15,3,"Fabian",9,NA,"POTEGRAC","Potentilla gracilis",,,"recoded added based on occurrence in entity 1"
SA026,2,"Lookout",LS,LOS09,2013,2013-07-16,3,"Kyra",9,FLW,"CERAARVE","Cerastium arvense",8,1.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-16,3,"Kyra",9,FLW,"COLLPARV","Collinsia parviflora",30,1.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-16,3,"Kyra",9,FLW,"DICHCONG","Dichelostemma congestum",5,3.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-16,3,"Kyra",9,FLW,"ERIOCOMP","Eriogonum compositum",13,40.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-16,3,"Kyra",9,FLW,"ERIOLANA","Eriophyllum lanatum",33,1.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-16,3,"x",9,FLW,"ERIOUMBE","Eriogonum umbellatum",1,50.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-16,3,"Kyra",9,FLW,"GILICAPI","Gilia capitata",95,1.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-16,3,"Kyra",9,FLW,"MIMUTILI","Mimulus tilingii",20,1.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-16,3,"Kyra",9,FLW,"PHLOGRAC","Phlox gracilis",5,1.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-24,4,"SN",9,NA,"GILICAPI","Gilia capitata",,,"recoded added based on occurrence in entity 1"
SA026,2,"Lookout",LS,LOS09,2013,2013-07-25,4,"Fabian",9,FLW,"ERIOCOMP","Eriogonum compositum",3,," change on no_flws: from 0 to null"
SA026,2,"Lookout",LS,LOS09,2013,2013-07-25,4,"Fabian",9,FLW,"ERIOLANA","Eriophyllum lanatum",25,15.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-25,4,"Fabian",9,FLW,"ERIOUMBE","Eriogonum umbellatum",1,60.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-25,4,"Fabian",9,FLW,"GILICAPI","Gilia capitata",93,4.5,"change on sampledata from 11-Jul-13 to 25-Jul-13 due to multiple watches"
SA026,2,"Lookout",LS,LOS09,2013,2013-07-25,4,"Fabian",9,FLW,"MIMUTILI","Mimulus tilingii",3,3.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-30,5,"x",9,FLW,"ERIOUMBE","Eriogonum umbellatum",1,50.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-31,5,"Scott",9,FLW,"ERIOCOMP","Eriogonum compositum",2,23.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-31,5,"Scott",9,FLW,"ERIOLANA","Eriophyllum lanatum",14,5.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-31,5,"Scott",9,FLW,"ERIONUDU","Eriogonum nudum",2,20.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-07-31,5,"Scott",9,FLW,"GILICAPI","Gilia capitata",7,1.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-08-06,6,"Kyra",9,FLW,"ANAPMARG","Anaphalis margaritacea",2,30.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-08-06,6,"Kyra",9,FLW,"ERIOCOMP","Eriogonum compositum",3,560.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-08-06,6,"x",9,FLW,"ERIONUDU","Eriogonum nudum",3,68.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-08-06,6,"Kyra",9,FLW,"ERIOUMBE","Eriogonum umbellatum",1,90.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-08-20,7,"ALR",9,FLW,"ERIONUDU","Eriogonum nudum",1,120.0,""
SA026,2,"Lookout",LS,LOS09,2013,2013-08-20,7,"ALR",9,FLW,"SOLICANA","Solidago canadensis",1,5.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-08,1,"RM",9,NA,"","",,,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-11,2,"AM",9,FLW,"ACHIMILL","Achillea millefolium",1,6.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-11,2,"JL",9,FLW,"CERAARVE","Cerastium arvense",50,62.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-11,2,"JL",9,FLW,"COLLPARV","Collinsia parviflora",6,1.6,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-11,2,"JL",9,FLW,"DICHCONG","Dichelostemma congestum",12,1.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-11,2,"JL",9,FLW,"ERIGFOLI","Erigeron foliosus",20,150.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-11,2,"AM",9,FLW,"ERIOCOMP","Eriogonum compositum",1,6.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-11,2,"JL",9,FLW,"ERIOLANA","Eriophyllum lanatum",80,3.1,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-11,2,"JL",9,FLW,"ERIOUMBE","Eriogonum umbellatum",5,30.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-11,2,"JL",9,FLW,"GILICAPI","Gilia capitata",65,1.8,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-11,2,"JL",9,FLW,"PENSPROC","Penstemon procerus",3,6.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-11,2,"JL",9,FLW,"PHLOGRAC","Phlox gracilis",15,1.2,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-11,2,"JL",9,FLW,"POTEGLAN","Potentilla glandulosa",2,1.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-11,2,"JL",9,FLW,"RUMEACET","Rumex acetosella",100,22.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-18,3,"IP",9,FLW,"COLLPARV","Collinsia parviflora",10,1.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-18,3,"IP",9,FLW,"DICHCONG","Dichelostemma congestum",9,1.0,"change on pltsp_name: from Brodiaea congesta to Dichelostemma congestum"
SA026,2,"Lookout",LS,LOS09,2014,2014-07-18,3,"IP",9,FLW,"ERIOCOMP","Eriogonum compositum",37,75.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-18,3,"IP",9,FLW,"ERIOLANA","Eriophyllum lanatum",190,1.1,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-18,3,"IP",9,FLW,"ERIOUMBE","Eriogonum umbellatum",10,20.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-18,3,"IP",9,FLW,"GILICAPI","Gilia capitata",25,5.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-18,3,"IP",9,FLW,"MIMUMOSC","Mimulus moschatus",2,1.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-18,3,"IP",9,FLW,"PHLOGRAC","Phlox gracilis",1,1.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-07-18,3,"IP",9,FLW,"RUMEACET","Rumex acetosella",10,22.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-08-01,4,"LKB",9,FLW,"ACHIMILL","Achillea millefolium",2,80.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-08-01,4,"LKB",9,FLW,"CIRSCALL","Cirsium callilepis",1,1.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-08-01,4,"LKB",9,FLW,"ERIONUDU","Eriogonum nudum",1,40.0,""
SA026,2,"Lookout",LS,LOS09,2014,2014-08-01,4,"LKB",9,FLW,"HYPEPERF","Hypericum perforatum",6,9.3,""
SA026,2,"Lookout",LS,LOS09,2014,2014-08-05,5,"LKB",9,FLW,"CIRSCALL","Cirsium callilepis",3,1.8,""
SA026,2,"Lookout",LS,LOS09,2014,2014-08-05,5,"LKB",9,FLW,"HYPEPERF","Hypericum perforatum",5,7.6,""
SA026,2,"Lookout",LS,LOS09,2015,2015-06-23,1,"AS",9,FLW,"CERAARVE","Cerastium arvense",6,1.8,""
SA026,2,"Lookout",LS,LOS09,2015,2015-06-23,1,"AS",9,FLW,"ERIOCOMP","Eriogonum compositum",8,7.7,""
SA026,2,"Lookout",LS,LOS09,2015,2015-06-23,1,"AS",9,FLW,"ERIOLANA","Eriophyllum lanatum",14,1.0,""
SA026,2,"Lookout",LS,LOS09,2015,2015-06-23,1,"AS",9,FLW,"GILICAPI","Gilia capitata",25,6.5,""
SA026,2,"Lookout",LS,LOS09,2015,2015-06-23,1,"NA",9,FLW,"MONTSIBE","Montia siberica",,,"change on pltsp_name: from Montia siberica (misid. As Claytonia s.) to Montia siberica; change no_stalk and no_flws to null from 0"
SA026,2,"Lookout",LS,LOS09,2015,2015-06-23,1,"AS",9,FLW,"POTEGRAC","Potentilla gracilis",5,3.3,""
SA026,2,"Lookout",LS,LOS09,2015,2015-06-23,1,"AS",9,FLW,"RUMEACET","Rumex acetosella",45,11.0,""
SA026,2,"Lookout",LS,LOS09,2015,2015-06-23,1,"AS",9,FLW,"SILEDOUG","Silene douglasii",1,3.0,""
SA026,2,"Lookout",LS,LOS09,2015,2015-07-01,2,"LS",9,FLW,"ERIOCOMP","Eriogonum compositum",4,26.0,""
SA026,2,"Lookout",LS,LOS09,2015,2015-07-01,2,"LS",9,FLW,"ERIOLANA","Eriophyllum lanatum",25,1.5,""
SA026,2,"Lookout",LS,LOS09,2015,2015-07-01,2,"LS",9,FLW,"ERIOUMBE","Eriogonum umbellatum",1,5.0,""
SA026,2,"Lookout",LS,LOS09,2015,2015-07-01,2,"LS",9,FLW,"GILICAPI","Gilia capitata",20,1.0,""
SA026,2,"Lookout",LS,LOS09,2015,2015-07-01,2,"LS",9,FLW,"MONTPARV","Montia parvifolia",3,1.3,""
SA026,2,"Lookout",LS,LOS09,2015,2015-07-09,3,"AY",9,FLW,"ERIONUDU","Eriogonum nudum",1,5.0,""
SA026,2,"Lookout",LS,LOS09,2015,2015-07-09,3,"AY",9,FLW,"GILICAPI","Gilia capitata",2,1.0,""
SA026,2,"Lookout",LS,LOS09,2015,2015-07-09,3,"AY",9,FLW,"HYPEPERF","Hypericum perforatum",5,4.0,""
SA026,2,"Lookout",LS,LOS09,2015,2015-07-09,3,"AY",9,FLW,"RUMEACET","Rumex acetosella",20,8.0,""
SA026,2,"Lookout",LS,LOS09,2015,2015-07-16,4,"LS",9,FLW,"ERIOLANA","Eriophyllum lanatum",3,1.3,""
SA026,2,"Lookout",LS,LOS09,2015,2015-07-16,4,"LS",9,FLW,"ERIONUDU","Eriogonum nudum",3,5.0,""
