DBCODE,ENTITY,COMPLEX,MEADOW,PLOT_ID,YEAR,SAMPLEDATE,WATCH,OBSERVER,PLOT,START_TIME,END_TIME,MINUTE,CLOUDS,WIND,TEMP,PPI_STATUS,NO_INT,PLTSP_CODE,PLTSP_NAME,VISSP_CODE,VISSP_NAME,VISSP_TYPE,REF_NO,VISSP_NO,QC_NOTES
SA026,1,"Frissell",RP1,RP107,2018,2018-06-27,1,"RKC",7,1502,NA,15,S,BR,20,1,4,"GILICAPI","Gilia capitata","BOMBMIXT","Bombus mixtus","solitary bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-06-27,1,"RKC",7,1502,NA,15,S,BR,20,1,4,"GILICAPI","Gilia capitata","BOMBMIXT","Bombus mixtus","solitary bee","NA",2,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-06-27,1,"RKC",7,1502,NA,15,S,BR,20,1,4,"GILICAPI","Gilia capitata","BOMBVOSN","Bombus vosnesenskii","solitary bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-06-27,1,"RKC",7,1502,NA,15,S,BR,20,1,4,"GILICAPI","Gilia capitata","BOMBVOSN","Bombus vosnesenskii","solitary bee","NA",2,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,01,S,BR,20,1,4,"GILICAPI","Gilia capitata","BOMBMIXT","Bombus mixtus","solitary bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,01,S,BR,20,1,7,"GILICAPI","Gilia capitata","BOMBMIXT","Bombus mixtus","solitary bee","NA",2,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,02,S,BR,20,1,3,"GILICAPI","Gilia capitata","BOMBBIFA","Bombus bifarius","solitary bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,04,S,BR,20,1,5,"GILICAPI","Gilia capitata","BOMBMIXT","Bombus mixtus","solitary bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,05,S,BR,20,1,2,"CASTHISP","Castilleja hispida","DIALRUBR","Dialictus rubriventris","","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,05,S,BR,20,1,2,"GILICAPI","Gilia capitata","CHRYFASC","Chrysotoxum fasciatum","predaceous hover-fly","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,06,S,BR,20,1,2,"CASTHISP","Castilleja hispida","DIALRUBR","Dialictus rubriventris","","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,06,S,BR,20,1,3,"GILICAPI","Gilia capitata","APISMELL","Apis mellifera","social bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,06,S,BR,20,1,4,"GILICAPI","Gilia capitata","BOMBMIXT","Bombus mixtus","solitary bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,07,S,BR,20,1,4,"GILICAPI","Gilia capitata","APISMELL","Apis mellifera","social bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,07,S,BR,20,1,4,"GILICAPI","Gilia capitata","APISMELL","Apis mellifera","social bee","NA",2,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,07,S,BR,20,1,3,"GILICAPI","Gilia capitata","BOMBMIXT","Bombus mixtus","solitary bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,08,S,BR,20,1,1,"CASTHISP","Castilleja hispida","DIALRUBR","Dialictus rubriventris","","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,08,S,BR,20,1,5,"GILICAPI","Gilia capitata","APISMELL","Apis mellifera","social bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,08,S,BR,20,1,3,"GILICAPI","Gilia capitata","SYRPSPXX","Syrphus sp","","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,09,S,BR,20,1,1,"GILICAPI","Gilia capitata","BOMBMAJO","Bombylius major","bee-parasitic bee-fly","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,09,S,BR,20,1,2,"GILICAPI","Gilia capitata","CHRYFASC","Chrysotoxum fasciatum","predaceous hover-fly","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,10,S,BR,20,1,4,"GILICAPI","Gilia capitata","APISMELL","Apis mellifera","social bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,10,S,BR,20,1,3,"GILICAPI","Gilia capitata","APISMELL","Apis mellifera","social bee","NA",2,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,10,S,BR,20,1,4,"GILICAPI","Gilia capitata","BOMBBIFA","Bombus bifarius","solitary bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,11,S,BR,20,1,5,"GILICAPI","Gilia capitata","APISMELL","Apis mellifera","social bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,11,S,BR,20,1,5,"GILICAPI","Gilia capitata","BOMBBIFA","Bombus bifarius","solitary bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,12,S,BR,20,1,6,"GILICAPI","Gilia capitata","BOMBBIFA","Bombus bifarius","solitary bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,14,S,BR,20,1,2,"GILICAPI","Gilia capitata","APISMELL","Apis mellifera","social bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,14,S,BR,20,1,5,"GILICAPI","Gilia capitata","BOMBBIFA","Bombus bifarius","solitary bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,14,S,BR,20,1,7,"GILICAPI","Gilia capitata","BOMBBIFA","Bombus bifarius","solitary bee","NA",2,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,14,S,BR,20,1,4,"GILICAPI","Gilia capitata","BOMBMIXT","Bombus mixtus","solitary bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,15,S,BR,20,1,5,"GILICAPI","Gilia capitata","APISMELL","Apis mellifera","social bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,15,S,BR,20,1,3,"GILICAPI","Gilia capitata","APISMELL","Apis mellifera","social bee","NA",2,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-09,2,"GRJ",7,1036,NA,15,S,BR,20,1,3,"GILICAPI","Gilia capitata","CHRYFASC","Chrysotoxum fasciatum","predaceous hover-fly","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-19,3,"GRJ",7,952,NA,11,S,ST,19,1,3,"GILICAPI","Gilia capitata","APISMELL","Apis mellifera","social bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2018,2018-07-19,3,"GRJ",7,952,NA,12,S,ST,19,1,2,"GILICAPI","Gilia capitata","APISMELL","Apis mellifera","social bee","NA",1,"NA"
SA026,1,"Frissell",RP1,RP107,2021,2021-07-06,2,"Melinda, Logan",7,1058,NA,04,S,ST,,1,6,"ERIOLANA","Eriophyllum lanatum","APISMELL","Apis mellifera","social bee","",1,""
SA026,1,"Frissell",RP1,RP107,2021,2021-07-06,2,"Melinda, Logan",7,1105,NA,07,S,ST,,1,1,"ERIOLANA","Eriophyllum lanatum","APISMELL","Apis mellifera","","",1,""
SA026,1,"Frissell",RP1,RP107,2021,2021-07-06,2,"Melinda, Logan",7,1107,NA,09,S,ST,,1,2,"ERIOLANA","Eriophyllum lanatum","APISMELL","Apis mellifera","","",1,""
SA026,1,"Frissell",RP1,RP107,2021,2021-07-06,2,"Melinda, Logan",7,1108,NA,10,S,ST,,1,20,"ERIOLANA","Eriophyllum lanatum","APISMELL","Apis mellifera","","",1,""
SA026,1,"Frissell",RP1,RP107,2021,2021-07-19,3,"Melinda, Logan",7,1223,NA,NA,S,BR,,0,0,"","","","","","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-07-13,1,"NA",8,NA,NA,01,S,BR,,1,2,"LOMATRIT","Lomatium triternatum","DIALSPX4","Dialictus sp 4","halictine bee","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-07-13,1,"NA",8,NA,NA,01,S,BR,,1,2,"PHLOGRAC","Phlox gracilis","CHRYFASC","Chrysotoxum fasciatum","predaceous hover-fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-07-25,2,"NA",8,NA,NA,01,S,ST,,1,1,"LUPILAXI","Lupinus laxiflorus","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-07-25,2,"NA",8,NA,NA,01,S,ST,,1,1,"LUPILAXI","Lupinus laxiflorus","BOMBMIXT","Bombus mixtus","social bee","NA",2,""
SA026,1,"Frissell",RP1,RP108,2011,2011-07-25,2,"NA",8,NA,NA,01,S,ST,,1,1,"LUPILAXI","Lupinus laxiflorus","BOMBMIXT","Bombus mixtus","social bee","NA",3,""
SA026,1,"Frissell",RP1,RP108,2011,2011-07-25,2,"NA",8,NA,NA,01,S,ST,,1,1,"LUPILAXI","Lupinus laxiflorus","BOMBMIXT","Bombus mixtus","social bee","NA",4,""
SA026,1,"Frissell",RP1,RP108,2011,2011-07-25,2,"NA",8,NA,NA,01,S,BR,,1,1,"LUPILAXI","Lupinus laxiflorus","BOMBMIXT","Bombus mixtus","social bee","NA",5,""
SA026,1,"Frissell",RP1,RP108,2011,2011-07-25,2,"NA",8,NA,NA,02,S,BR,,1,1,"LUPILAXI","Lupinus laxiflorus","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-07-25,2,"NA",8,NA,NA,02,S,BR,,1,1,"LUPILAXI","Lupinus laxiflorus","BOMBMIXT","Bombus mixtus","social bee","NA",2,""
SA026,1,"Frissell",RP1,RP108,2011,2011-07-25,2,"NA",8,NA,NA,02,S,BR,,1,1,"LUPILAXI","Lupinus laxiflorus","BOMBMIXT","Bombus mixtus","social bee","NA",3,""
SA026,1,"Frissell",RP1,RP108,2011,2011-07-25,2,"NA",8,NA,NA,02,S,ST,,1,1,"LUPILAXI","Lupinus laxiflorus","BOMBMIXT","Bombus mixtus","social bee","NA",4,""
SA026,1,"Frissell",RP1,RP108,2011,2011-07-25,2,"NA",8,NA,NA,02,S,BR,,1,1,"LUPILAXI","Lupinus laxiflorus","BOMBMIXT","Bombus mixtus","social bee","NA",5,""
SA026,1,"Frissell",RP1,RP108,2011,2011-07-25,2,"NA",8,NA,NA,03,S,BR,,1,1,"LUPILAXI","Lupinus laxiflorus","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-07-25,2,"NA",8,NA,NA,03,S,BR,,1,1,"LUPILAXI","Lupinus laxiflorus","BOMBMIXT","Bombus mixtus","social bee","NA",2,""
SA026,1,"Frissell",RP1,RP108,2011,2011-07-25,2,"NA",8,NA,NA,03,S,BR,,1,1,"LUPILAXI","Lupinus laxiflorus","BOMBMIXT","Bombus mixtus","social bee","NA",3,""
SA026,1,"Frissell",RP1,RP108,2011,2011-07-25,2,"NA",8,NA,NA,03,S,BR,,1,1,"LUPILAXI","Lupinus laxiflorus","BOMBMIXT","Bombus mixtus","social bee","NA",4,""
SA026,1,"Frissell",RP1,RP108,2011,2011-07-25,2,"NA",8,NA,NA,03,S,BR,,1,1,"LUPILAXI","Lupinus laxiflorus","BOMBVOSN","Bombus vosnesenskii","social bee","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-02,3,"NA",8,NA,NA,01,S,ST,,1,1,"ACHIMILL","Achillea millefolium","TRICORNA","Trichodes ornatus","bee-parasitic beetle","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-02,3,"NA",8,NA,NA,01,S,ST,,1,1,"ERIOLANA","Eriophyllum lanatum","ASEMPOLY","Asemosyrphus polygrammus","decomposer hover-fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-02,3,"NA",8,NA,NA,02,S,ST,,1,2,"ERIOLANA","Eriophyllum lanatum","APISMELL","Apis mellifera","social bee","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-02,3,"NA",8,NA,NA,02,S,ST,,1,2,"ERIOLANA","Eriophyllum lanatum","ASEMPOLY","Asemosyrphus polygrammus","decomposer hover-fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-02,3,"NA",8,NA,NA,03,S,ST,,1,1,"ACHIMILL","Achillea millefolium","EUMENEAR","Eumenes nearcticus","predaceous wasp","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-02,3,"NA",8,NA,NA,03,S,ST,,1,1,"ERIOLANA","Eriophyllum lanatum","ERISHIRT","Eristalis hirtus","decomposer hover-fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-15,4,"NA",8,NA,NA,01,S,ST,,1,1,"ACHIMILL","Achillea millefolium","ERISHIRT","Eristalis hirtus","decomposer hover-fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-15,4,"NA",8,NA,NA,01,S,ST,,1,1,"ERIOLANA","Eriophyllum lanatum","EPICPUNC","Epicauta puncticollis","predaceous beetle","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-15,4,"NA",8,NA,NA,02,S,ST,,1,2,"ACHIMILL","Achillea millefolium","ESCHCONS","Eschatocrepis constrictus","herbivorous beetle","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-15,4,"NA",8,NA,NA,02,S,ST,,1,2,"ERIOLANA","Eriophyllum lanatum","CALLPULC","Calliprobola pulchra","decomposer hover-fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-15,4,"NA",8,NA,NA,02,S,ST,,1,2,"ERIOLANA","Eriophyllum lanatum","CHEISPX1","Cheilosia sp 1","decomposer hover-fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-15,4,"NA",8,NA,NA,02,S,ST,,1,2,"ERIOLANA","Eriophyllum lanatum","EPICPUNC","Epicauta puncticollis","predaceous beetle","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-15,4,"NA",8,NA,NA,02,S,ST,,1,1,"ERIOLANA","Eriophyllum lanatum","EUPELAPP","Eupeodes lapponicus","predaceous hover-fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-15,4,"NA",8,NA,NA,02,S,ST,,1,1,"HYPEPERF","Hypericum perforatum","SYRPOPIN","Syrphus opinator","predaceous hover-fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-15,4,"NA",8,NA,NA,03,S,ST,,1,1,"ERIOLANA","Eriophyllum lanatum","ERISHIRT","Eristalis hirtus","decomposer hover-fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-15,4,"NA",8,NA,NA,03,S,ST,,1,1,"ERIOLANA","Eriophyllum lanatum","FORMFUSC","Formica fusca","omnivorous ant","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-15,4,"NA",8,NA,NA,03,S,ST,,1,1,"ERIOLANA","Eriophyllum lanatum","SYRPOPIN","Syrphus opinator","predaceous hover-fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-15,4,"NA",8,NA,NA,03,S,ST,,1,1,"HYPEPERF","Hypericum perforatum","SYRPOPIN","Syrphus opinator","predaceous hover-fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-25,5,"NA",8,NA,NA,01,S,ST,,1,1,"ACHIMILL","Achillea millefolium","EPICPUNC","Epicauta puncticollis","predaceous beetle","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-25,5,"NA",8,NA,NA,02,S,ST,,1,1,"ACHIMILL","Achillea millefolium","MUSCGEN3","Muscoid genus 3","predaceous muscoid fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-25,5,"NA",8,NA,NA,03,S,ST,,1,2,"ACHIMILL","Achillea millefolium","MUSCGEN3","Muscoid genus 3","predaceous muscoid fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2011,2011-08-25,5,"NA",8,NA,NA,03,S,ST,,1,2,"ACHIMILL","Achillea millefolium","MUSCGEN3","Muscoid genus 3","predaceous muscoid fly","NA",2,""
SA026,1,"Frissell",RP1,RP108,2012,2012-07-09,1,"Andy/Brian",8,1403,NA,01,S,ST,,1,1,"CALOSUBA","Calochortus subalpinus","CERASPX1","Ceratopogonid sp 1","detritivorous primitive fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-07-09,1,"Andy/Brian",8,1403,NA,01,S,ST,,1,1,"CALOSUBA","Calochortus subalpinus","CERASPX1","Ceratopogonid sp 1","detritivorous primitive fly","NA",2,""
SA026,1,"Frissell",RP1,RP108,2012,2012-07-09,1,"Andy/Brian",8,1403,NA,03,S,ST,,1,1,"ACHIMILL","Achillea millefolium","ESCHCONS","Eschatocrepis constrictus","herbivorous beetle","NA",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-07-09,1,"Andy/Brian",8,1403,NA,09,S,ST,,1,1,"LOMATRIT","Lomatium triternatum","ZELUSPX1","Zelus sp 1","predaceous true-bug","NA",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-07-09,1,"Andy/Brian",8,1403,NA,10,S,ST,,1,3,"LOMATRIT","Lomatium triternatum","CARTSPX1","Cartosyrphus sp 1","decomposer hover-fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-07-09,1,"Andy/Brian",8,1403,NA,11,S,ST,,1,1,"MIMUGUTT","Mimulus guttatus","ANTHDSP1","Anthidium sp 1","solitary bee","NA",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-07-09,1,"Andy/Brian",8,1403,NA,13,S,ST,,1,1,"MIMUGUTT","Mimulus guttatus","SPHESPX3","Sphecodes sp 3","kleptoparasitic bee","NA",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-07-23,2,"Vera",8,1124,NA,01,S,ST,,1,1,"ACHIMILL","Achillea millefolium","LEPTDOLO","Lepturopsis dolorosa","herbivorous beetle","20583",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-07-23,2,"Vera",8,1124,NA,03,S,ST,,1,1,"LUPILAXI","Lupinus laxiflorus","CHRYFASC","Chrysotoxum fasciatum","predaceous hover-fly","20581",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-07-23,2,"Vera",8,1124,NA,03,S,ST,,1,1,"MIMUNANU","Mimulus nanus","CHRYFASC","Chrysotoxum fasciatum","predaceous hover-fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-07-23,2,"Vera",8,1124,NA,05,S,ST,,1,1,"ACHIMILL","Achillea millefolium","NOWISPX1","Nowickia sp 1","predaceous muscoid fly","20584",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-07-23,2,"Vera",8,1124,NA,09,S,ST,,1,1,"ACHIMILL","Achillea millefolium","NOWISPX1","Nowickia sp 1","predaceous muscoid fly","20585",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-07-23,2,"Vera",8,1240,NA,04,NA,NA,,1,1,"ACHIMILL","Achillea millefolium","TOXOSPX2","Toxophora sp 2","predaceous bee-fly","20585",1,"change on watch: from 4 to 2 because the same sampledate had multiple watches"
SA026,1,"Frissell",RP1,RP108,2012,2012-08-06,3,"Mark",8,1220,NA,01,S,ST,,1,1,"AGOSHETE","Agoseris heterophylla","EPICPUNC","Epicauta puncticollis","predaceous beetle","21671",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-06,3,"Mark",8,1220,NA,01,S,ST,,1,1,"AGOSHETE","Agoseris heterophylla","EPICPUNC","Epicauta puncticollis","predaceous beetle","21671",2,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-06,3,"Mark",8,1220,NA,01,S,ST,,1,1,"AGOSHETE","Agoseris heterophylla","EPICPUNC","Epicauta puncticollis","predaceous beetle","21671",3,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-06,3,"Mark",8,1220,NA,01,S,ST,,1,3,"AGOSHETE","Agoseris heterophylla","EPICPUNC","Epicauta puncticollis","predaceous beetle","21671",4,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-06,3,"Mark",8,1220,NA,01,S,ST,,1,1,"HYPEPERF","Hypericum perforatum","APISMELL","Apis mellifera","social bee","21590",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-06,3,"Mark",8,1220,NA,05,S,ST,,1,1,"HYPEPERF","Hypericum perforatum","EPICPUNC","Epicauta puncticollis","predaceous beetle","21671",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-06,3,"Mark",8,1220,NA,05,S,ST,,1,1,"HYPEPERF","Hypericum perforatum","EPICPUNC","Epicauta puncticollis","predaceous beetle","21671",2,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-06,3,"Mark",8,1220,NA,07,S,ST,,1,1,"ERIOLANA","Eriophyllum lanatum","EPICPUNC","Epicauta puncticollis","predaceous beetle","21671",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-06,3,"Mark",8,1220,NA,07,S,ST,,1,1,"ERIOLANA","Eriophyllum lanatum","EPICPUNC","Epicauta puncticollis","predaceous beetle","21671",2,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-06,3,"Mark",8,1220,NA,09,S,ST,,1,1,"HYPEPERF","Hypericum perforatum","APISMELL","Apis mellifera","social bee","21591",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-06,3,"Mark",8,1220,NA,11,S,ST,,1,1,"HYPEPERF","Hypericum perforatum","EPICPUNC","Epicauta puncticollis","predaceous beetle","21671",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-06,3,"Mark",8,1220,NA,11,S,ST,,1,1,"HYPEPERF","Hypericum perforatum","EPICPUNC","Epicauta puncticollis","predaceous beetle","21671",2,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-06,3,"Mark",8,1220,NA,12,S,ST,,1,1,"HYPEPERF","Hypericum perforatum","EPICPUNC","Epicauta puncticollis","predaceous beetle","21671",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-06,3,"Mark",8,1220,NA,13,S,ST,,1,1,"AGOSHETE","Agoseris heterophylla","APISMELL","Apis mellifera","social bee","21592",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-13,4,"Mark",8,1010,NA,01,S,ST,,1,1,"HYPEPERF","Hypericum perforatum","EPICPUNC","Epicauta puncticollis","predaceous beetle","NA",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-13,4,"Mark",8,1010,NA,03,S,ST,,1,4,"HYPEPERF","Hypericum perforatum","APISMELL","Apis mellifera","social bee","21940",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-13,4,"Mark",8,1010,NA,05,S,ST,,1,3,"HYPEPERF","Hypericum perforatum","APISMELL","Apis mellifera","social bee","NA",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-13,4,"Mark",8,1010,NA,08,S,ST,,1,1,"HYPEPERF","Hypericum perforatum","EPICPUNC","Epicauta puncticollis","predaceous beetle","NA",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-13,4,"Mark",8,1010,NA,10,S,ST,,1,1,"HYPEPERF","Hypericum perforatum","APISMELL","Apis mellifera","social bee","NA",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-13,4,"Mark",8,1010,NA,13,S,ST,,1,1,"HYPEPERF","Hypericum perforatum","APISMELL","Apis mellifera","social bee","NA",1,""
SA026,1,"Frissell",RP1,RP108,2012,2012-08-13,4,"Mark",8,1010,NA,15,S,ST,,1,1,"HYPEPERF","Hypericum perforatum","APISMELL","Apis mellifera","social bee","21941",1,""
SA026,1,"Frissell",RP1,RP108,2013,2013-07-04,1,"Fabian",8,947,1005,03,S,ST,,1,1,"ERIOLANA","Eriophyllum lanatum","TAPISESS","Tapinoma sessile","omnivorous ant","32006",1,""
SA026,1,"Frissell",RP1,RP108,2013,2013-07-04,1,"Fabian",8,947,1005,09,S,ST,,1,1,"GILICAPI","Gilia capitata","BOMBMAJO","Bombylius major","bee-predaceous bee-fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2013,2013-07-04,1,"Fabian",8,947,1005,13,S,ST,,1,1,"GILICAPI","Gilia capitata","SPHAPHIL","Sphaerophoria philanthus","predaceous hover-fly","32331",1,""
SA026,1,"Frissell",RP1,RP108,2013,2013-07-11,2,"Scott",8,1229,1252,01,S,ST,26,1,2,"ERIOLANA","Eriophyllum lanatum","EVYLSPX2","Evylaeus sp 2","semi-social bee","32907",1,""
SA026,1,"Frissell",RP1,RP108,2013,2013-07-11,2,"Scott",8,1229,1252,01,S,ST,26,1,1,"ERIOLANA","Eriophyllum lanatum","TACHGENB","Tachinid genus B","predaceous muscoid fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2013,2013-07-11,2,"Scott",8,1229,1252,01,S,ST,26,1,1,"ERIOLANA","Eriophyllum lanatum","XYLOSPX1","Xylota sp 1","decomposer hover-fly","32876",1,""
SA026,1,"Frissell",RP1,RP108,2013,2013-07-11,2,"Scott",8,1229,1252,01,S,ST,26,1,3,"GILICAPI","Gilia capitata","APISMELL","Apis mellifera","social bee","NA",1,""
SA026,1,"Frissell",RP1,RP108,2013,2013-07-11,2,"Scott",8,1229,1252,02,S,ST,26,1,1,"ERIOLANA","Eriophyllum lanatum","TACHGENB","Tachinid genus B","predaceous muscoid fly","NA",1,""
SA026,1,"Frissell",RP1,RP108,2013,2013-07-11,2,"Scott",8,1229,1252,05,S,ST,26,1,1,"ERIOLANA","Eriophyllum lanatum","XYLOSPX4","Xylota sp 4","decomposer hover-fly","32875",1,""
SA026,1,"Frissell",RP1,RP108,2013,2013-07-11,2,"Scott",8,1229,1252,05,S,ST,26,1,1,"GILICAPI","Gilia capitata","APISMELL","Apis mellifera","social bee","NA",1,""
SA026,1,"Frissell",RP1,RP108,2013,2013-07-11,2,"Scott",8,1229,1252,07,S,ST,26,1,1,"ERIOLANA","Eriophyllum lanatum","SYRPCURR","Syrphus currani","predaceous hover-fly","32892",1,""
SA026,1,"Frissell",RP1,RP108,2013,2013-07-11,2,"Scott",8,1229,1252,08,S,ST,26,1,3,"ERIOLANA","Eriophyllum lanatum","POECSPX1","Poecilanthrax sp 1","bee-predaceous bee-fly","32981.1",1,""
